gender,tenure,MonthlyCharges,TotalCharges,total_charges_per_tenure,Churn
0,-0.897037303,0.176333644,-0.682806788,0.761179926,0
1,0.13029032,0.332589361,0.158727391,1.218259277,0
1,0.623407579,1.16872368,1.122167503,1.800054316,0
0,-0.650478673,0.181320528,-0.487154744,0.748917318,0
0,1.280897257,0.975897475,1.674831362,1.307545436,0
0,-0.897037303,0.314304118,-0.649954435,0.724556753,1
1,1.609642096,1.349913821,2.32284015,1.443078654,0
1,1.445269677,-1.299784199,-0.172653829,-0.119461324,0
1,0.623407579,-1.494272698,-0.60454154,-0.969737232,0
1,1.034338628,0.886133552,1.422402122,1.375180317,0
0,-0.0340821,0.477209015,0.14087237,-4.133324242,0
1,1.568548992,1.140464667,2.176522016,1.38760219,0
1,1.568548992,0.568635233,1.63870042,1.044723773,0
0,0.500128264,1.123841719,0.98561868,1.970731812,0
0,-1.184689037,-1.495934993,-0.98558896,0.831938956,0
0,1.157617943,1.552713795,2.026903141,1.750925816,1
1,1.075431733,1.148776142,1.47204617,1.36879555,0
0,-0.650478673,0.994182719,-0.326658926,0.502182376,0
0,-1.020316618,0.54370081,-0.759942252,0.744810228,1
0,-0.609385569,-1.499259583,-0.867892027,1.42420837,0
1,-1.102502827,0.826290937,-0.774695905,0.702670221,0
0,-0.773757988,0.056648413,-0.585578887,0.756798503,0
0,1.239804152,1.157087616,1.785151469,1.439865696,0
1,1.486362782,0.681671284,1.580904203,1.063605886,0
1,-1.307968352,-1.487623519,-1.010621434,0.772665052,0
0,-1.225782142,0.179658234,-0.921900144,0.752091348,0
0,-0.321733834,-1.309757968,-0.740159952,2.300535018,0
0,-0.321733834,-1.461026801,-0.800171432,2.487060255,0
0,1.527455887,1.123841719,2.019304788,1.322005307,0
1,-0.691571778,0.982546655,-0.3500078,0.506104805,1
0,-1.061409723,-0.461987585,-0.862686159,0.812773937,1
0,-1.266875247,-1.497597288,-1.003643355,0.792219564,1
0,-0.609385569,-1.490948109,-0.84737869,1.390546042,0
0,0.541221369,-0.65481379,-0.104578791,-0.193227388,0
0,-0.198454519,1.173710565,0.171575917,-0.864560393,0
0,1.404176572,1.271785962,2.035520514,1.449618627,0
1,-1.143595932,-1.504246468,-0.97876595,0.855866939,0
1,-0.855944198,0.877822078,-0.534627834,0.624605944,1
0,-1.266875247,-0.649826906,-0.979895734,0.773474528,1
0,-0.280640729,-0.181059753,-0.351868621,1.253804541,0
0,-0.11626831,0.645100797,0.060879216,-0.52360971,0
0,0.294662739,0.194618887,0.274940098,0.933067065,0
0,1.034338628,-1.507571057,-0.528292181,-0.510753603,0
0,-1.307968352,-0.679748213,-0.999855255,0.764433829,0
0,-1.225782142,-0.717980995,-0.964765486,0.787061137,1
0,0.541221369,-1.135217007,-0.359710653,-0.664627587,0
1,0.664500684,-0.701358046,-0.086457939,-0.130109631,0
1,-0.321733834,0.497156553,-0.126642813,0.393626033,1
0,0.869966208,0.814654873,1.137895871,1.307977092,0
1,1.486362782,-1.487623519,-0.426966043,-0.287255607,0
0,-0.773757988,0.339238541,-0.570581555,0.737416045,0
1,1.157617943,0.296018874,1.025604181,0.885960854,0
0,-1.266875247,0.049999234,-0.977658318,0.771708438,1
1,0.500128264,-0.357263009,0.008244563,0.016484896,1
0,0.500128264,-0.073010586,0.217232492,0.434353559,1
1,0.869966208,0.877822078,1.180207398,1.35661292,0
0,-0.938130408,1.162074501,-0.580528087,0.618813847,1
0,-1.225782142,-0.490246598,-0.945049644,0.770976841,1
0,1.609642096,-1.459364506,-0.357739068,-0.222247585,0
1,-1.061409723,-0.069685997,-0.834220027,0.785954763,0
0,-1.184689037,-1.504246468,-0.989620739,0.835342194,0
1,1.363083467,1.246851539,1.847821265,1.355618573,0
1,0.787779998,-0.230928599,0.32832794,0.416776182,0
0,0.993245523,-0.378872842,0.325470251,0.327683582,0
1,-1.102502827,-0.53512856,-0.887807243,0.805265276,0
1,0.007011005,-1.489285814,-0.762844247,-108.8066889,0
1,1.321990362,-0.653151495,0.28034534,0.212063074,0
1,1.445269677,-1.309757968,-0.212395651,-0.146959183,0
0,1.157617943,0.970910591,1.478514739,1.277204408,1
0,-0.527199359,0.29103199,-0.371141411,0.70398684,1
0,0.04810411,-1.490948109,-0.718716204,-14.94084819,0
1,-0.527199359,0.861199129,-0.15515325,0.294297114,1
1,-1.102502827,0.315966413,-0.827219795,0.750310815,1
0,1.527455887,1.652451487,2.472813467,1.618909907,0
1,1.157617943,0.716579476,1.273381368,1.100001409,0
0,-1.225782142,-1.334692391,-0.989886571,0.80755506,1
1,0.04810411,-0.329003996,-0.184328266,-3.831861067,0
0,1.527455887,1.000831898,1.905883313,1.247750151,0
1,0.21247653,1.152100731,0.634920365,2.988190584,1
1,0.869966208,0.708268002,0.984843338,1.132047807,0
0,0.171383425,0.917717155,0.519350085,3.030340219,1
0,-1.225782142,-1.469338275,-0.994073418,0.810970713,0
0,1.609642096,0.006779567,1.086856208,0.675216068,0
0,-1.307968352,0.1580484,-0.988690329,0.755897746,1
0,-1.143595932,0.817979463,-0.8079027,0.706458179,1
1,-0.979223513,0.266097567,-0.730944457,0.746453131,1
0,1.486362782,-1.293135019,-0.22358273,-0.150422718,0
1,-1.266875247,-0.09129583,-0.969439692,0.765221117,0
0,0.417942054,0.979222065,0.717793361,1.717447081,0
1,-0.650478673,-0.006518792,-0.535248107,0.822852661,1
0,-1.307968352,0.558661463,-0.983351545,0.751816008,1
0,0.253569635,0.344225426,0.317428845,1.251840923,1
0,-1.307968352,-1.461026801,-1.010266992,0.772394065,0
0,-1.307968352,-1.500921878,-1.010798655,0.772800545,1
0,1.363083467,-1.502584173,-0.464049549,-0.340441037,0
0,0.582314474,0.836264706,0.813448425,1.396922903,0
0,1.609642096,1.138802372,2.268832033,1.409525781,0
0,-0.527199359,-0.016492561,-0.399895527,0.758528098,0
1,-0.609385569,-0.495233483,-0.624035856,1.02404108,0
1,-0.239547624,0.985871245,0.18759227,-0.783110543,1
1,1.280897257,-0.21763024,0.644756134,0.503362881,0
0,-1.225782142,-0.822705572,-0.961619813,0.784494879,1
1,1.609642096,1.685697384,2.622520953,1.629257186,0
1,-1.266875247,0.382458207,-0.948306081,0.748539434,1
0,-1.307968352,0.53705163,-0.983639529,0.752036184,0
1,-0.568292464,-1.475987455,-0.842970317,1.483338898,0
0,-1.307968352,0.221215605,-0.987848529,0.755254152,1
1,1.034338628,0.000130388,0.662035187,0.640056524,0
0,-1.225782142,0.1580484,-0.92203306,0.752199782,1
1,-1.225782142,0.525415566,-0.913459991,0.745205824,0
0,-1.307968352,-1.472662865,-1.010422061,0.772512622,1
1,-0.280640729,-1.293135019,-0.716478789,2.553010714,0
1,-1.266875247,0.847900771,-0.945027491,0.7459515,1
0,0.294662739,1.502844949,0.960497596,3.259650669,0
0,-0.568292464,0.758136848,-0.254862246,0.44847022,0
0,-0.650478673,-1.456039917,-0.848730001,1.304777598,0
0,-0.691571778,-1.502584173,-0.867847722,1.254891754,1
0,1.568548992,0.586920476,1.564622019,0.99749643,0
0,-0.198454519,0.98420895,0.158705238,-0.79970584,1
1,-0.198454519,0.837927001,0.131922706,-0.664750325,1
0,-1.307968352,-1.457702211,-1.010222687,0.772360192,0
1,0.952152418,0.297681169,0.793799041,0.833689046,1
1,-1.225782142,0.344225426,-0.912330207,0.744284139,1
0,-0.11626831,0.570297528,0.119184943,-1.025085367,0
0,1.116524838,0.819641758,1.29814801,1.162668278,0
1,-1.266875247,0.174671349,-0.964699029,0.761479104,0
1,-0.0340821,0.485520489,0.161186333,-4.729354519,0
1,-0.609385569,1.035740091,-0.24832722,0.407504267,1
0,-0.239547624,-1.298121904,-0.670179788,2.797689143,0
1,1.609642096,1.554376089,2.499817525,1.553026931,0
0,-0.938130408,0.497156553,-0.626406187,0.667717603,0
0,1.568548992,1.702320333,2.662462149,1.69740452,0
0,0.664500684,0.678346694,0.884669137,1.33132916,0
0,-0.362826939,-0.342302355,-0.469166807,1.293087023,0
1,1.363083467,0.906081091,1.663976573,1.220744447,0
0,-1.184689037,0.992520424,-0.832403511,0.702634603,0
1,1.321990362,-1.514220237,-0.434741617,-0.328853847,0
0,-1.266875247,-0.568374457,-0.978588729,0.772442852,1
0,-1.307968352,-0.671436739,-0.999744492,0.764349145,1
1,1.404176572,1.54107773,2.308507397,1.644029279,0
1,-1.307968352,-1.482636634,-1.010554977,0.772614242,1
0,1.527455887,1.717280986,2.592349069,1.69716788,0
0,-1.307968352,-1.484298929,-1.010577129,0.772631178,0
1,1.280897257,0.314304118,1.089182234,0.850327556,0
0,1.363083467,0.040025465,0.942487506,0.691437853,0
1,0.787779998,-1.324718622,-0.456761333,-0.579808238,0
0,-0.897037303,-1.003895712,-0.849616106,0.947135758,0
0,-1.307968352,-1.494272698,-1.010710045,0.772732798,0
1,-1.143595932,-1.018856366,-0.947087686,0.828166365,0
1,-0.814851093,1.178697449,-0.417506869,0.512371981,1
0,0.253569635,1.185346629,0.706296145,2.785412955,0
0,-1.184689037,-0.668112149,-0.944385065,0.797158609,0
1,-0.321733834,1.260149898,0.15905968,-0.49438282,1
1,-0.979223513,0.320953297,-0.743571457,0.759348042,1
0,-0.280640729,0.335913951,-0.174049445,0.620185977,0
1,1.527455887,0.801356514,1.768669911,1.157918815,0
1,-0.897037303,-0.458662996,-0.784221537,0.874235145,0
1,-1.143595932,-1.497597288,-0.971677108,0.849668209,1
0,-0.938130408,-0.372223663,-0.788718521,0.840734417,0
0,1.609642096,1.585959692,2.580984769,1.603452578,0
1,0.869966208,-0.691384277,0.030352889,0.034889734,0
0,-1.266875247,0.967586001,-0.939046281,0.74123027,1
0,1.321990362,1.191995808,1.937672339,1.465723499,0
1,-0.0340821,-1.495934993,-0.753030631,22.09460786,0
1,-0.321733834,-1.490948109,-0.789117268,2.452702155,0
0,0.664500684,1.472923641,1.324398879,1.993073765,0
0,-0.075175205,0.483858194,0.126938364,-1.688566922,1
0,-0.321733834,0.990858129,0.026985689,-0.08387582,1
0,0.911059313,-0.666449854,0.078800695,0.086493485,0
0,-0.609385569,-1.504246468,-0.837343548,1.374078402,0
0,0.171383425,0.872835194,0.473206153,2.761096375,0
0,-1.307968352,-1.495934993,-1.010732198,0.772749735,0
0,-0.157361415,0.645100797,0.02505841,-0.159241134,0
0,1.404176572,-1.338016981,-0.301604299,-0.214790864,0
1,0.007011005,1.344926936,0.515650595,73.54874092,0
1,-0.280640729,0.861199129,0.026852773,-0.095683807,1
0,-0.732664883,-1.510895647,-0.868534454,1.185445725,0
0,1.404176572,1.702320333,2.453917272,1.747584543,0
1,-1.184689037,-0.322354817,-0.921789381,0.778085516,0
0,-1.143595932,0.995845014,-0.814504185,0.712230746,1
0,1.239804152,-1.494272698,-0.472467549,-0.381082406,0
1,0.21247653,1.288408911,0.747566498,3.518348589,0
0,-1.225782142,0.829615527,-0.911244728,0.7433986,0
1,1.527455887,1.438015449,2.494102146,1.632847252,0
1,-0.609385569,-1.338016981,-0.810716085,1.330382809,0
0,-0.0340821,0.16137299,0.020694342,-0.607190924,1
1,1.280897257,1.16872368,1.751390858,1.367315644,1
0,-0.691571778,0.34921231,-0.492582138,0.712264661,0
0,-1.061409723,-1.494272698,-0.954198681,0.898991842,0
0,1.609642096,0.791382745,1.860891317,1.156090116,0
1,0.705593789,-1.319731737,-0.440789285,-0.624706867,0
0,-1.225782142,0.156386105,-0.927659828,0.756790131,0
1,-1.143595932,0.314304118,-0.871214922,0.761820585,1
0,-0.814851093,-1.494272698,-0.905684417,1.111472298,0
1,1.609642096,1.496195769,2.358372971,1.465153636,0
1,-1.225782142,-0.475285944,-0.950720718,0.775603335,1
0,-0.445013149,-0.34728924,-0.520073555,1.168670085,1
1,0.500128264,-1.492610404,-0.626827088,-1.25333266,0
1,-0.568292464,0.365835259,-0.410085737,0.721610374,0
0,-1.061409723,0.214566426,-0.791044547,0.745277277,0
0,0.171383425,1.203631872,0.639262281,3.730012293,1
0,-0.198454519,1.356563,0.300526387,-1.514333803,1
0,-1.307968352,-1.490948109,-1.01066574,0.772698925,1
0,1.116524838,0.03171399,0.720894729,0.645659376,0
0,-0.897037303,0.365835259,-0.63568814,0.70865296,0
0,1.609642096,1.635828538,2.5631519,1.592373799,0
1,-0.280640729,0.525415566,-0.047934512,0.170803831,0
1,-0.321733834,1.150438436,0.030064905,-0.093446513,1
1,-1.020316618,1.278435141,-0.644150446,0.631324076,1
1,0.253569635,-0.817718687,-0.297195925,-1.172048562,0
0,-1.225782142,1.218592526,-0.887364191,0.723916722,1
0,-0.486106254,-1.499259583,-0.864436217,1.778286558,0
0,1.157617943,1.351576116,1.763464043,1.523355831,1
1,0.746686893,-0.146151561,0.373918057,0.500769546,0
0,-0.362826939,-0.375548252,-0.436779659,1.203823674,0
0,0.993245523,-0.850964585,-0.084065454,-0.084637134,1
0,-1.307968352,-0.673099034,-0.999766645,0.764366082,1
1,0.335755844,0.520428682,0.426530557,1.270359294,0
0,1.486362782,0.305992644,1.209448872,0.813696957,0
1,0.911059313,0.671697515,1.018914086,1.11838392,0
0,-0.691571778,0.803018809,-0.377742895,0.546209239,1
1,0.952152418,1.35323841,1.669182441,1.75306223,0
1,1.527455887,-0.011505676,0.97635888,0.639205943,0
1,1.609642096,1.684035089,2.663281796,1.654580109,0
1,-0.855944198,0.438976233,-0.599845182,0.700799402,1
1,-0.855944198,0.97423518,-0.556071581,0.649658684,1
0,-0.0340821,0.625153258,0.147141564,-4.317268155,0
0,-0.650478673,0.028389401,-0.527228855,0.810524428,0
1,-1.307968352,-1.505908763,-1.010865113,0.772851355,1
0,1.116524838,0.470559835,1.046582723,0.937357314,0
1,1.321990362,1.476248231,2.231371933,1.6878882,0
1,-1.225782142,0.141425452,-0.915431575,0.746814253,0
0,1.527455887,-1.497597288,-0.384300074,-0.251594876,0
0,-0.773757988,-1.504246468,-0.91824496,1.186734061,0
1,1.404176572,1.401444962,2.144954516,1.527553271,0
0,-0.609385569,0.442300823,-0.368815384,0.605225006,0
0,0.746686893,1.5510515,1.514867208,2.028785052,0
1,0.253569635,-0.299082688,-0.051766917,-0.204152667,1
1,-0.280640729,0.286045105,-0.175223534,0.624369581,0
0,1.363083467,1.447989218,2.115646584,1.552103473,0
1,0.541221369,-1.512557942,-0.59074045,-1.091495059,0
0,0.705593789,-0.980623584,-0.244694188,-0.346791868,0
1,-1.061409723,0.384120502,-0.796427637,0.750348918,1
0,0.952152418,-1.294797314,-0.379758784,-0.39884243,0
0,-0.650478673,-0.501882662,-0.649001872,0.99772967,0
